FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,ORGANIZATION CODE,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,G 08,4,5644,Sanitary Engineer IV,Annual,1,1,72156.00,72156.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,G 07,4,5643,Sanitary Engineer III,Annual,1,1,91224.00,91224.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,G 06,4,5533,Water Chemist III,Annual,1,1,59268.00,59268.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,G 05,4,5532,Water Chemist II,Annual,4,1,76524.00,306096.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,G 05,4,5532,Water Chemist II,Annual,3,1,53808.00,161424.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,3 00,10,5529,Chief Water Chemist,Annual,1,1,88476.00,88476.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,2 0,16,4754,Plumber,Hourly,1,1,45.00,93600.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,G 07,3,3179,Microbiologist IV,Annual,1,1,65424.00,65424.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,G 06,3,3178,Microbiologist III,Annual,1,1,83640.00,83640.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,G 06,3,3178,Microbiologist III,Annual,3,1,59268.00,177804.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,G 05,3,3177,Microbiologist II,Annual,4,1,76524.00,306096.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,G 05,3,3177,Microbiologist II,Annual,2,1,53808.00,107616.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,3 00,0,3154,Director of Water Purification Laboratories,Annual,1,1,105828.00,105828.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,B 11,1,3130,Laboratory Technician,Annual,2,1,69648.00,139296.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,B 11,1,3130,Laboratory Technician,Annual,1,1,57828.00,57828.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,3 00,10,3108,Chief Microbiologist,Annual,1,1,83100.00,83100.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,BX 11,10,2318,Water Quality Inspector - in Charge,Annual,1,1,63276.00,63276.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,B 09,1,2317,Water Quality Inspector,Annual,1,1,50280.00,50280.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,B 10,1,302,Administrative Assistant II,Annual,1,1,63456.00,63456.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,24619.00,24619.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3205,Water Quality,0,,1 00,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,995.00,995.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,45,9593,Station Laborer,Monthly,3,1,3475.14,125105.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,45,9593,Station Laborer,Monthly,1,1,3440.46,41286.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,3 00,10,8305,Coordinator of Tugboat Operations,Annual,1,1,92988.00,92988.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,23,7775,Stationary Fireman,Hourly,17,1,30.06,1062922.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,12,7747,Chief Operating Engineer,Monthly,7,1,9139.87,767749.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,12,7745,Assistant Chief Operating Engineer,Hourly,31,1,48.34,3116963.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,12,7743,Operating Engineer  Group A,Hourly,29,1,43.94,2650461.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,12,7741,Operating Engineer  Group C,Hourly,57,1,41.75,4949880.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,23,7705,Boiler Washer,Hourly,2,1,30.06,125050.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,19,7398,Deck Hand,Hourly,2,1,32.74,136198.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,21,7357,Marine Pilot,Hourly,1,1,46.92,97594.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,21,7353,Marine Engineer,Hourly,1,1,46.92,97594.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,8,7183,Motor Truck Driver,Hourly,1,1,33.85,70408.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,36,6676,Foreman of Machinists,Hourly,1,1,46.05,95784.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,36,6674,Machinist,Hourly,14,1,43.55,1268176.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,3 00,10,6088,Engineer of Electric Pumping,Annual,1,1,110352.00,110352.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,3 00,9,6087,Engineer of Water Pumping,Annual,1,1,119256.00,119256.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,3 00,10,6055,Mechanical Engineer V,Annual,1,1,100692.00,100692.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,G 07,4,6053,Mechanical Engineer III,Annual,1,1,91224.00,91224.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,G 06,4,6052,Mechanical Engineer II,Annual,2,1,59268.00,118536.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,32,5040,Foreman of Electrical Mechanics,Hourly,2,1,44.80,186368.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,32,5035,Electrical Mechanic,Hourly,21,1,42.00,1834560.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,14,4776,Foreman of Steamfitters,Hourly,1,1,48.05,99944.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,14,4774,Steamfitter,Hourly,11,1,45.05,1030744.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,39,4634,Painter,Hourly,6,1,40.00,499200.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,45,4223,Custodial Worker,Hourly,4,1,19.58,162906.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,2 0,45,4223,Custodial Worker,Hourly,1,1,12.05,25064.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,BX 11,10,1588,Procurement Control Officer I,Annual,1,1,57648.00,57648.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,BZ 13,1,308,Staff Assistant,Annual,1,1,75240.00,75240.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,3024.00,3024.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3210,Water Pumping,0,,1 00,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,192802.00,192802.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,45,9593,Station Laborer,Monthly,9,1,3475.14,375315.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,45,9593,Station Laborer,Monthly,3,1,3440.46,123857.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,45,9592,Foreman of Station Laborers,Monthly,2,1,4090.20,98165.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,53,9532,Stores Laborer,Hourly,4,1,36.20,301184.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,23,7775,Stationary Fireman,Hourly,9,1,30.06,562723.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,23,777E,Stationary Fireman,Hourly,2080,0,30.06,62525.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,12,7747,Chief Operating Engineer,Monthly,2,1,9139.87,219357.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,12,7745,Assistant Chief Operating Engineer,Hourly,18,1,48.34,1809850.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,12,7743,Operating Engineer  Group A,Hourly,54,1,43.94,4935341.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,12,7741,Operating Engineer  Group C,Hourly,82,1,41.75,7120880.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,36,6676,Foreman of Machinists,Hourly,2,1,46.05,191568.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,36,6674,Machinist,Hourly,6,1,43.55,543504.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,U 10,53,6332,Principal Storekeeper,Annual,1,1,51288.00,51288.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,U 10,53,6332,Principal Storekeeper,Annual,1,1,38460.00,38460.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,B 14,1,6144,Engineering Technician V,Annual,1,1,54672.00,54672.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,3 00,9,5566,Engineer of Water Purification,Annual,1,1,118656.00,118656.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,G 07,4,5534,Water Chemist IV,Annual,2,1,91224.00,182448.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,G 06,4,5533,Water Chemist III,Annual,2,1,59268.00,118536.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,G 05,4,5532,Water Chemist II,Annual,9,1,76524.00,688716.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,G 05,4,5532,Water Chemist II,Annual,1,1,65424.00,65424.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,G 05,4,5532,Water Chemist II,Annual,6,1,53808.00,322848.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,G 06,4,5528,Filtration Engineer II,Annual,3,1,83640.00,250920.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,G 06,4,5528,Filtration Engineer II,Annual,9,1,59268.00,533412.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,G 09,4,5520,Filtration Engineer V,Annual,6,1,108924.00,653544.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,G 09,4,5520,Filtration Engineer V,Annual,1,1,103092.00,103092.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,G 09,4,5520,Filtration Engineer V,Annual,1,1,79212.00,79212.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,G 08,4,5519,Filtration Engineer IV,Annual,1,1,99648.00,99648.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,G 08,4,5519,Filtration Engineer IV,Annual,8,1,72156.00,577248.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,G 07,4,5518,Filtration Engineer III,Annual,8,1,91224.00,729792.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,G 07,4,5518,Filtration Engineer III,Annual,1,1,86532.00,86532.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,3 00,10,5517,Chief Filtration Engineer,Annual,1,1,117780.00,117780.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,3 00,10,5517,Chief Filtration Engineer,Annual,1,1,109860.00,109860.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,3 00,10,5516,Assistant Chief Filtration Engineer,Annual,1,1,104772.00,104772.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,3 00,10,5516,Assistant Chief Filtration Engineer,Annual,1,1,76116.00,76116.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,32,5042,General Foreman of Electrical Mechanics,Monthly,2,1,8181.33,196352.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,32,5040,Foreman of Electrical Mechanics,Hourly,2,1,44.80,186368.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,32,5035,Electrical Mechanic,Hourly,32,1,42.00,2795520.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,32,5033,Electrical Mechanic B,Hourly,1,1,42.00,87360.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,14,4776,Foreman of Steamfitters,Hourly,2,1,48.05,199888.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,14,4774,Steamfitter,Hourly,13,1,45.05,1218152.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,16,4754,Plumber,Hourly,1,1,45.00,93600.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,39,4636,Foreman of Painters,Hourly,1,1,45.00,93600.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,39,4634,Painter,Hourly,1,1,42.50,88400.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,39,4634,Painter,Hourly,5,1,40.00,416000.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,50,4303,Foreman of Carpenters,Hourly,1,1,44.02,91562.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,50,4301,Carpenter,Hourly,3,1,41.52,259085.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,45,4225,Foreman of Custodial Workers,Hourly,2,1,22.55,93808.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,45,4223,Custodial Worker,Hourly,3,1,19.58,122179.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,2 0,45,4223,Custodial Worker,Hourly,4,1,12.05,100256.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,B 11,1,1850,Supervisor of Inventory Control I,Annual,1,1,69648.00,69648.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,B 10,1,1817,Head Storekeeper,Annual,1,1,55212.00,55212.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,B 10,1,431,Clerk IV,Annual,1,1,37704.00,37704.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,B 08,1,430,Clerk III,Annual,1,1,50280.00,50280.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,BZ 13,1,308,Staff Assistant,Annual,1,1,68580.00,68580.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,B 12,1,303,Administrative Assistant III,Annual,1,1,76428.00,76428.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,39742.00,39742.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1020,2020,WATER SUPPLY,3215,Water Treatment,0,,1 00,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,231357.00,231357.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3249,Agency Management,4005,Water Agency Management,1 00,9,9679,Deputy Commissioner,Annual,1,1,126564.00,126564.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3249,Agency Management,4005,Water Agency Management,3 00,0,5985,General Superintendent of Water Management,Annual,1,1,112332.00,112332.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3249,Agency Management,4005,Water Agency Management,B 08,1,664,Data Entry Operator,Annual,1,1,43740.00,43740.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3249,Agency Management,4005,Water Agency Management,U 10,53,417,District Clerk,Annual,1,1,53796.00,53796.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3249,Agency Management,4005,Water Agency Management,3 00,9,313,Assistant Commissioner,Annual,1,1,105828.00,105828.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3249,Agency Management,4005,Water Agency Management,3 00,9,311,Projects Administrator,Annual,1,1,89364.00,89364.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3249,Agency Management,4005,Water Agency Management,BX 17,10,304,Assistant to Commissioner,Annual,1,1,93024.00,93024.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3249,Agency Management,4005,Water Agency Management,BX 17,10,304,Assistant to Commissioner,Annual,1,1,73020.00,73020.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3259,Evaluations,0,,B 14,1,6144,Engineering Technician V,Annual,1,1,87864.00,87864.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3249,Agency Management,4005,Water Agency Management,B 12,1,303,Administrative Assistant III,Annual,1,1,60600.00,60600.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3249,Agency Management,4005,Water Agency Management,B 10,1,302,Administrative Assistant II,Annual,2,1,60600.00,121200.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3249,Agency Management,4005,Water Agency Management,B 10,1,302,Administrative Assistant II,Annual,1,1,37704.00,37704.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3249,Agency Management,4005,Water Agency Management,B 11,1,190,Accounting Technician II,Annual,1,1,69648.00,69648.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3249,Agency Management,4005,Water Agency Management,B 10,1,189,Accounting Technician I,Annual,1,1,57828.00,57828.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3249,Agency Management,4005,Water Agency Management,BX 13,10,159,Supervisor of Cost Control,Annual,1,1,73752.00,73752.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3249,Agency Management,4005,Water Agency Management,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,7335.00,7335.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3256,Equipment Coordination/Warehouse and Stores,4007,Water Equipment Coordination,BX 16,10,7175,Superintendent of Garage,Annual,1,1,59796.00,59796.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3263,Systems Installations,0,,2 0,53,9411,Construction Laborer,Hourly,24,1,36.20,1807104.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3256,Equipment Coordination/Warehouse and Stores,4007,Water Equipment Coordination,2 0,8,7124,Equipment Dispatcher,Hourly,2,1,34.44,143270.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3256,Equipment Coordination/Warehouse and Stores,4007,Water Equipment Coordination,2 0,36,6674,Machinist,Hourly,2,1,43.55,181168.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3256,Equipment Coordination/Warehouse and Stores,4007,Water Equipment Coordination,2 0,53,1860,Foreman of Pipe Yards,Hourly,4,1,37.30,310336.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3256,Equipment Coordination/Warehouse and Stores,4007,Water Equipment Coordination,B 08,1,664,Data Entry Operator,Annual,1,1,45828.00,45828.00
Local,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,1025,2025,OPERATIONS AND DISTRIBUTION,3256,Equipment Coordination/Warehouse and Stores,4007,Water Equipment Coordination,3 00,9,313,Assistant Commissioner,Annual,1,1,99108.00,99108.00
