FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,ORGANIZATION CODE,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE/GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3050,3050 Solid Waste Collection,4025,4025 Refuse Collection,300,54,6324,Sanitation Laborer,Hourly,1,1,31.68,65894
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3050,3050 Solid Waste Collection,4025,4025 Refuse Collection,300,54,6324,Sanitation Laborer,Hourly,1,1,29.51,61381
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3050,3050 Solid Waste Collection,4026,4026 Recycling & Compost Collection,300,54,632D,Sanitation Laborer,Hourly,106080,0,26.23,2782478
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3050,3050 Solid Waste Collection,4026,4026 Recycling & Compost Collection,2 0,8,7184,Pool Motor Truck Driver,Hourly,19,1,33.85,1337752
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3050,3050 Solid Waste Collection,4026,4026 Recycling & Compost Collection,2 0,8,7183,Motor Truck Driver,Hourly,2,1,34.36,142938
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3050,3050 Solid Waste Collection,4026,4026 Recycling & Compost Collection,2 0,8,7183,Motor Truck Driver,Hourly,4,1,33.85,281632
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3050,3050 Solid Waste Collection,4026,4026 Recycling & Compost Collection,300,54,6324,Sanitation Laborer,Hourly,25,1,32.79,1705080
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3050,3050 Solid Waste Collection,4026,4026 Recycling & Compost Collection,300,54,6324,Sanitation Laborer,Hourly,1,1,26.23,54558
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3050,3050 Solid Waste Collection,4026,4026 Recycling & Compost Collection,BX17,10,3092,Program Director,Annual,1,1,93024.00,93024
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3058,3058 Solid Waste Disposal,4032,4032 Supervisory and Clerical,0,54,9495,Weighmaster,Annual,1,1,65894.00,65894
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3058,3058 Solid Waste Disposal,4032,4032 Supervisory and Clerical,B12,1,303,Administrative Assistant III,Annual,1,1,66492.00,66492
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3401,3401 MTD Allocation,0, ,2 0,8,718D,Pool Motor Truck Driver,Hourly,48960,0,30.47,1491811
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3401,3401 MTD Allocation,0, ,2 0,8,7185,Foreman of Motor Truck Drivers,Hourly,7,1,35.71,519938
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3401,3401 MTD Allocation,0, ,2 0,8,7184,Pool Motor Truck Driver,Hourly,67,1,33.85,4717336
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3401,3401 MTD Allocation,0, ,2 0,8,7183,Motor Truck Driver,Hourly,1,1,34.44,71635
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3401,3401 MTD Allocation,0, ,2 0,8,7183,Motor Truck Driver,Hourly,19,1,34.36,1357907
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1015,2020,BUREAU OF SANITATION,3401,3401 MTD Allocation,0, ,2 0,8,7183,Motor Truck Driver,Hourly,295,1,33.85,20770360
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3071,3071 Administration,4170,4170 Administration and General Support,100,9,9679,Deputy Commissioner,Annual,1,1,125316.00,125316
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3071,3071 Administration,4170,4170 Administration and General Support,BX15,20,1302,Administrative Services Officer II,Annual,1,1,88812.00,88812
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3071,3071 Administration,4170,4170 Administration and General Support,B08,1,430,Clerk III,Annual,1,1,48048.00,48048
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3071,3071 Administration,4170,4170 Administration and General Support,BX12,20,323,Administrative Assistant III - Excluded,Annual,1,1,55044.00,55044
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3071,3071 Administration,4170,4170 Administration and General Support,BX16,20,309,Coordinator of Special Projects,Annual,1,1,80916.00,80916
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3071,3071 Administration,4171,4171 Code Enforcement,BX15,10,2383,Supervising Sanitarian,Annual,1,1,63516.00,63516
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3071,3071 Administration,4171,4171 Code Enforcement,B13,3,2381,Sanitarian II,Annual,1,1,76428.00,76428
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3071,3071 Administration,4171,4171 Code Enforcement,B13,3,2381,Sanitarian II,Annual,1,1,69648.00,69648
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3071,3071 Administration,4171,4171 Code Enforcement,B13,3,2381,Sanitarian II,Annual,1,1,66492.00,66492
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3071,3071 Administration,4171,4171 Code Enforcement,B13,3,2381,Sanitarian II,Annual,3,1,63456.00,190368
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3072,3072 Vector Control,4173,4173 Vector Services,300,54,632D,Sanitation Laborer,Hourly,10200,0,26.23,267546
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3072,3072 Vector Control,4173,4173 Vector Services,2 0,8,7184,Pool Motor Truck Driver,Hourly,12240,0,27.08,331459
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3072,3072 Vector Control,4173,4173 Vector Services,300,54,6324,Sanitation Laborer,Hourly,11,1,32.79,750235
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3072,3072 Vector Control,4173,4173 Vector Services,300,9,313,Assistant Commissioner,Annual,1,1,100596.00,100596
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3072,3072 Vector Control,4174,4174 Containerization,2 0,8,7184,Pool Motor Truck Driver,Hourly,1,1,33.85,70408
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3072,3072 Vector Control,4174,4174 Containerization,2 0,8,7183,Motor Truck Driver,Hourly,4,1,33.85,281632
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3072,3072 Vector Control,4174,4174 Containerization,B12,1,303,Administrative Assistant III,Annual,1,1,66492.00,66492
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3074,3074 Dead Animal Recovery,0, ,2 0,8,7183,Motor Truck Driver,Hourly,1,1,34.36,71469
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3074,3074 Dead Animal Recovery,0, ,300,54,6324,Sanitation Laborer,Hourly,1,1,32.79,68203
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3402,3402 MTD Allocation,0, ,2 0,8,7183,Motor Truck Driver,Hourly,1,1,34.36,71469
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1020,2025,BUREAU OF RODENT CONTROL,3402,3402 MTD Allocation,0, ,2 0,8,7183,Motor Truck Driver,Hourly,24,1,33.85,1689792
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3320,3320 Equipment Support Services,0, ,2 0,42,7635,Foreman of Hoisting Engineers,Hourly,3,1,49.10,306384
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3320,3320 Equipment Support Services,0, ,2 0,42,7633,Hoisting Engineer,Hourly,26,1,45.10,2439008
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3320,3320 Equipment Support Services,0, ,2 0,8,7183,Motor Truck Driver,Hourly,1,1,34.36,71469
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3320,3320 Equipment Support Services,0, ,2 0,8,7183,Motor Truck Driver,Hourly,1,1,33.85,70408
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3325,3325 Field Operations,4328,4328 Neighborhood Commercial Strip Cleaning,0,54,6324,Sanitation Laborer,Hourly,1,1,34.79,72363
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3325,3325 Field Operations,4328,4328 Neighborhood Commercial Strip Cleaning,300,54,6324,Sanitation Laborer,Hourly,2040,0,32.79,66892
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3325,3325 Field Operations,4328,4328 Neighborhood Commercial Strip Cleaning,300,54,6324,Sanitation Laborer,Hourly,95880,0,22.95,2200446
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3325,3325 Field Operations,4329,4329 Inspections and Surveys,300,9,311,Projects Administrator,Annual,1,1,80904.00,80904
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3335,3335 Graffiti Blasters Program,4340,4340 Graffiti Removal,2 0,42,763C,Hoisting Engineer,Hourly,11390,0,45.10,513689
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3335,3335 Graffiti Blasters Program,4340,4340 Graffiti Removal,V17,54,8164,District Supervisor - Graffiti Removal Services,Annual,1,1,116028.00,116028
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3335,3335 Graffiti Blasters Program,4340,4340 Graffiti Removal,V17,54,8164,District Supervisor - Graffiti Removal Services,Annual,4,1,75660.00,302640
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3335,3335 Graffiti Blasters Program,4340,4340 Graffiti Removal,2 0,42,7633,Hoisting Engineer,Hourly,5,1,45.10,469040
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3335,3335 Graffiti Blasters Program,4340,4340 Graffiti Removal,300,54,6324,Sanitation Laborer,Hourly,4,1,34.79,289453
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3335,3335 Graffiti Blasters Program,4340,4340 Graffiti Removal,300,54,6324,Sanitation Laborer,Hourly,9,1,32.79,613829
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3335,3335 Graffiti Blasters Program,4340,4340 Graffiti Removal,17,10,3092,Program Director,Annual,1,1,93024.00,93024
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3335,3335 Graffiti Blasters Program,4340,4340 Graffiti Removal,BX13,20,308,Staff Assistant,Annual,2,1,64152.00,128304
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3335,3335 Graffiti Blasters Program,4341,4341 Graffiti Painting,2 0,39,463D,Painter,Hourly,12240,0,38.00,465120
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3335,3335 Graffiti Blasters Program,4341,4341 Graffiti Painting,300,54,6324,Sanitation Laborer,Hourly,9,1,32.79,613829
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3390,3390 Field Operations,0, ,300,54,632D,Sanitation Laborer,Hourly,40800,0,22.95,936360
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3390,3390 Field Operations,0, ,2 0,54,8244,Foreman of Laborers,Hourly,5,1,36.10,375440
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3390,3390 Field Operations,0, ,BX17,10,8185,Assistant General Superintendent,Annual,1,1,84780.00,84780
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3390,3390 Field Operations,0, ,0,20,8175,Division Superintendent,Annual,1,1,113448.00,113448
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3390,3390 Field Operations,0, ,2 0,8,7185,Foreman of Motor Truck Drivers,Hourly,3,1,35.71,222830
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3390,3390 Field Operations,0, ,2 0,8,7183,Motor Truck Driver,Hourly,2,1,34.36,142938
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3390,3390 Field Operations,0, ,2 0,8,7183,Motor Truck Driver,Hourly,11,1,33.85,774488
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3390,3390 Field Operations,0, ,V14,54,7152,Refuse Collection Coordinator,Annual,1,1,91980.00,91980
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3390,3390 Field Operations,0, ,300,54,6324,Sanitation Laborer,Hourly,1,1,33.74,70179
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3390,3390 Field Operations,0, ,300,54,6324,Sanitation Laborer,Hourly,46,1,32.79,3137347
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3390,3390 Field Operations,0, ,300,54,6324,Sanitation Laborer,Hourly,1,1,22.95,47736
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3390,3390 Field Operations,0, ,300,0,390,General Superintendent of Administration,Annual,1,1,111996.00,111996
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3390,3390 Field Operations,0, ,0,9,313,Assistant Commissioner,Annual,1,1,111420.00,111420
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1030,2045,BUREAU OF STREET OPERATIONS,3390,3390 Field Operations,0, ,16,20,309,Coordinator of Special Projects,Annual,1,1,89436.00,89436
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3127,3127 Administration,4064,4064 Administrative Support,100,9,9679,Deputy Commissioner,Annual,1,1,129336.00,129336
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3127,3127 Administration,4064,4064 Administrative Support,BX10,20,809,Executive Secretary I,Annual,1,1,45684.00,45684
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3127,3127 Administration,4064,4064 Administrative Support,B08,1,664,Data Entry Operator,Annual,2,1,48048.00,96096
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3127,3127 Administration,4064,4064 Administrative Support,B12,1,303,Administrative Assistant III,Annual,1,1,76428.00,76428
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3128,3128 Forestry - Support,4047,4047 Operational Support,BX17,10,8185,Assistant General Superintendent,Annual,1,1,106884.00,106884
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3128,3128 Forestry - Support,4047,4047 Operational Support,300,54,7975,Tree Trimmer,Hourly,16,1,33.74,1122867
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3128,3128 Forestry - Support,4047,4047 Operational Support,G06,1,7946,Senior City Forester,Annual,4,1,83640.00,334560
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3128,3128 Forestry - Support,4047,4047 Operational Support,V15,54,7927,Assistant Superintendent of Forestry,Annual,1,1,91980.00,91980
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3128,3128 Forestry - Support,4047,4047 Operational Support,V14,54,7916,Forestry Supervisor,Annual,2,1,91980.00,183960
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3128,3128 Forestry - Support,4047,4047 Operational Support,V14,54,7916,Forestry Supervisor,Annual,3,1,83832.00,251496
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3128,3128 Forestry - Support,4051,4051 Wood Disposal,300,54,7975,Tree Trimmer,Hourly,2,1,33.74,140358
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3128,3128 Forestry - Support,4056,4056 Training & Safety,300,54,7975,Tree Trimmer,Hourly,1,1,33.74,70179
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3128,3128 Forestry - Support,4056,4056 Training & Safety,300,54,3063,Training Agent I - Per Agreement,Hourly,2,1,34.74,144518
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3128,3128 Forestry - Support,4056,4056 Training & Safety,V13,54,3061,Training Agent I,Annual,1,1,79992.00,79992
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3136,3136 Forestry Operations,4063,4063 Tree Trimming,300,54,7975,Tree Trimmer,Hourly,40,1,33.74,2807168
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3136,3136 Forestry Operations,4063,4063 Tree Trimming,300,54,7975,Tree Trimmer,Hourly,1,1,32.79,68203
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3136,3136 Forestry Operations,4067,4067 Disposal of Non-Parkway Debris,300,54,7975,Tree Trimmer,Hourly,12,1,33.74,842150
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3136,3136 Forestry Operations,4067,4067 Disposal of Non-Parkway Debris,2 0,8,7183,Motor Truck Driver,Hourly,5,1,33.85,352040
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3137,3137 Tree Removal,0, ,300,54,7975,Tree Trimmer,Hourly,16,1,33.74,1122867
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3137,3137 Tree Removal,0, ,V15,54,7927,Assistant Superintendent of Forestry,Annual,1,1,100944.00,100944
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3137,3137 Tree Removal,0, ,2 0,8,7183,Motor Truck Driver,Hourly,4,1,34.44,286541
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3137,3137 Tree Removal,0, ,2 0,8,7183,Motor Truck Driver,Hourly,1,1,33.85,70408
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3406,3406 MTD Allocation,0, ,2 0,8,7185,Foreman of Motor Truck Drivers,Hourly,3,1,35.71,222830
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3406,3406 MTD Allocation,0, ,2 0,8,7183,Motor Truck Driver,Hourly,1,1,34.44,71635
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3406,3406 MTD Allocation,0, ,2 0,8,7183,Motor Truck Driver,Hourly,2,1,34.36,142938
Local,100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,1045,2060,BUREAU OF FORESTRY,3406,3406 MTD Allocation,0, ,0,8,7183,Motor Truck Driver,Hourly,35,1,33.85,2464280
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,1105,2105,COMMISSIONER'S OFFICE,3201,3201 General Support,0, ,100,9,9984,Commissioner of Transportation,Annual,1,1,169500.00,169500
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,1105,2105,COMMISSIONER'S OFFICE,3201,3201 General Support,0, ,100,9,9813,Managing Deputy Commissioner,Annual,1,1,138492.00,138492
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,1105,2105,COMMISSIONER'S OFFICE,3201,3201 General Support,0, ,100,9,9660,First Deputy Commissioner,Annual,1,1,157092.00,157092
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,1105,2105,COMMISSIONER'S OFFICE,3201,3201 General Support,0, ,300,0,365,Personal Assistant,Annual,1,1,68244.00,68244
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,1105,2105,COMMISSIONER'S OFFICE,3201,3201 General Support,0, ,13,20,308,Staff Assistant,Annual,1,1,63276.00,63276
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,1105,2105,COMMISSIONER'S OFFICE,3201,3201 General Support,0, ,B12,1,303,Administrative Assistant III,Annual,1,1,63456.00,63456
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,1105,2105,COMMISSIONER'S OFFICE,3201,3201 General Support,0, ,B12,1,303,Administrative Assistant III,Annual,1,1,60600.00,60600
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,1105,2105,COMMISSIONER'S OFFICE,3202,3202 Project Controls,0, ,300,20,5636,Assistant Project Director,Annual,1,1,105828.00,105828
Local,100,CORPORATE FUND,84,CHICAGO DEPT OF TRANSPORTATION,1105,2105,COMMISSIONER'S OFFICE,3204,3204 Public Information,0, ,15,10,320,Assistant to the Commissioner,Annual,1,1,73752.00,73752
