FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,91,CPL,346,Library Fund,1005,CHICAGO PUBLIC LIBRARY,2005,Chicago Public Library,3005,Administration and Support Services,0,,3 00,9,313,Assistant Commissioner,Annual,1,1,107880.00,107880.00
Local,88,DWM,314,Sewer Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3249,Agency Management,4006,Sewer Agency Management,B 14,1,6144,Engineering Technician V,Annual,1,1,105948.00,105948.00
Local,1,MAYOR,100,Corporate Fund,1005,OFFICE OF THE MAYOR,2005,Office of the Mayor,3010,Administrative,0,,1 00,9,9896,Chief Financial Officer,Annual,1,1,169992.00,169992.00
Local,27,FINANCE,100,Corporate Fund,1005,FINANCE,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,BX 17,10,3092,Program Director,Annual,1,1,82788.00,82788.00
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3028,Labor,4011,Corporate Labor,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,64824.00,64824.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3292,Special Functions Division,4336,SWAT,E 03,71,9171,Sergeant,Annual,4,1,107988.00,431952.00
Local,21,HOUSING,100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3030,Administration,0,,3 00,20,2901,Director of Planning  Research and Development,Annual,1,1,105756.00,105756.00
Grant,41,HEALTH,0U73,Underground Storage Tank Inspection,1005,DEPARTMENT OF PUBLIC HEALTH,2720,Underground Storage Tank Inspection,3720,Underground Storage Tank Inspection,0,,1 00,0,44,Fringe Benefits,Annual,0,0,157565.00,157565.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2016,Bureau of Detectives,3278,Forensic Services Division,0,,BX 16,20,309,Coordinator of Special Projects,Annual,1,1,64704.00,64704.00
Local,35,DPS,740,Chicago O'Hare Airport Fund,1005,PROCUREMENT SERVICES,2005,Department of Procurement Services,3022,Certification and Compliance,0,,G 08,1,1505,Senior Certification / Compliance Officer,Annual,1,1,104052.00,104052.00
Local,60,COPA,100,Corporate Fund,1005,COPA,2005,Civilian Office of Police Accountability,3010,Investigations,0,,G 08,4,1248,Major Case Specialist - COPA,Annual,1,1,87276.00,87276.00
Local,85,AVIATION,610,Chicago Midway Airport Fund,1005,AVIATION,2010,Chicago Midway Airport,3010,Chicago Midway Airport,4333,Security,I 13,2,4210,Aviation Security Officer,Annual,1,1,55260.00,55260.00
Local,27,FINANCE,100,Corporate Fund,1005,FINANCE,2015,Financial Strategy and Operations,3017,Financial Operations,4036,Payroll Systems and Operations,BX 15,10,1912,Project Coordinator,Annual,1,1,83628.00,83628.00
Local,58,OEMC,353,Emergency Communication Fund,1010,OEMC,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,I 13,2,8601,Police Communications Operator I,Annual,13,1,77520.00,1007760.00
Local,59,CFD,100,Corporate Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4118,Fire Suppression and Rescue,B 10,1,302,Administrative Assistant II,Annual,1,1,45516.00,45516.00
Local,73,ANIMAL CARE / CONTROL,100,Corporate Fund,1005,ANIMAL CARE AND CONTROL,2005,Chicago Animal Care and Control,3010,Animal Care,0,,B 14,3,3487,Supervisor of Animal Care Aides,Annual,1,1,88044.00,88044.00
Local,67,BUILDINGS,314,Sewer Fund,1005,BUILDINGS,2005,Department of Buildings,3030,Engineering Services,0,,3 00,9,311,Projects Administrator,Annual,1,1,99624.00,99624.00
Local,27,FINANCE,200,Water Fund,1005,FINANCE,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,GY 10,20,120,Supervisor of Accounting,Annual,2,1,82368.00,164736.00
Local,6,DOIT,100,Corporate Fund,1005,DOIT,2005,Department of Innovation and Technology,3300,Office of the Chief Information Officer,0,,1 00,9,9776,Managing Deputy Chief Information Officer,Annual,1,1,124056.00,124056.00
Local,21,HOUSING,996,Affordable Housing Opportunity Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3035,Housing Development,0,,BX 16,20,309,Coordinator of Special Projects,Annual,1,1,91752.00,91752.00
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4911,Airport Planning and Development,3 00,10,624,GIS Data Base Analyst,Annual,2,1,88416.00,176832.00
Local,58,OEMC,740,Chicago O'Hare Airport Fund,1010,OEMC,2705,Office of Emergency Management and Communications,3050,City Operations,4145,Traffic Management Authority,I 10,2,9112,Traffic Control Aide,Annual,1,1,53496.00,53496.00
Local,58,OEMC,100,Corporate Fund,1010,OEMC,2705,Office of Emergency Management and Communications,3045,Non-Emergency Services,4135,Operations Non-Emergency Services,B 10,1,8615,Communications Operator I - 3-1-1,Annual,5,1,60744.00,303720.00
Grant,50,DFSS,0Y33,Early Head Start Initiative,1005,FAMILY AND SUPPORT SERVICES,2857,Early Head Start Initiative,3857,Early Head Start Initiative,0,,B 13,1,3914,Support Services Coordinator,Annual,1,1,76584.00,76584.00
Local,88,DWM,200,Water Fund,1020,WATER SUPPLY,2020,Bureau of Water Supply,3210,Water Pumping,0,,2 0,12,7741,Operating Engineer - Group C,Hourly,50,1,48.17,5009680.00
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4410,Departmental Finance,BX 17,10,1812,Manager of Warehouse Operations,Annual,1,1,110436.00,110436.00
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,2 0,54,6324,Sanitation Laborer,Hourly,1,1,33.99,70699.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3456,Finance Division,4256,Finance Services,BX 17,20,394,Administrative Manager,Annual,1,1,96096.00,96096.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2016,Bureau of Detectives,3275,Area Criminal Investigation,0,,D 01,91,9161,Police Officer,Annual,1,1,90024.00,90024.00
Local,27,FINANCE,100,Corporate Fund,1005,FINANCE,2015,Financial Strategy and Operations,3017,Financial Operations,4026,Cash Management and Disbursements,B 10,1,1501,Central Voucher Coordinator,Annual,1,1,66612.00,66612.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3456,Finance Division,4257,Payroll Services,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,3357.00,3357.00
Local,67,BUILDINGS,100,Corporate Fund,1005,BUILDINGS,2005,Department of Buildings,3015,Plan Review,0,,2 0,32,5151,Electrical Inspector,Monthly,1,1,8729.50,104754.00
Local,58,OEMC,100,Corporate Fund,1010,OEMC,2705,Office of Emergency Management and Communications,3050,City Operations,4145,Traffic Management Authority,1 00,0,11,Contract Wage Increment - Salary,Annual,0,0,106555.00,106555.00
Local,88,DWM,314,Sewer Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4012,Sewer System Installation and Maintenance,2 0,16,8345,Foreman of Sewer Cleaning,Hourly,5,1,53.25,553800.00
Local,88,DWM,200,Water Fund,1020,WATER SUPPLY,2020,Bureau of Water Supply,3210,Water Pumping,0,,2 0,45,4223,Custodial Worker,Hourly,3,1,21.65,135096.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Office of Community Policing,0,,BX 17,10,1927,Area Coordinator - CAPS,Annual,1,1,100668.00,100668.00
Local,88,DWM,200,Water Fund,1010,ADMINISTRATIVE SUPPORT,2010,Bureau of Administrative Support,3060,Purchasing,0,,1 00,9,9679,Deputy Commissioner,Annual,1,1,122772.00,122772.00
Grant,50,DFSS,0Y34,Head Start,1005,FAMILY AND SUPPORT SERVICES,2860,Head Start,3905,Head Start,0,,B 13,1,1233,Licensing Coordinator,Annual,1,1,88044.00,88044.00
Local,38,FFM,100,Corporate Fund,1005,Fleet & Facility Management,2126,Bureau of Facility Management,3101,Facilities Management,4102,Custodial Services,BX 16,10,4548,Manager of Buildings Services,Annual,2,1,91752.00,183504.00
Local,23,DCASE,355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3205,Finance and Administration,0,,G 07,4,124,Finance Officer,Annual,1,1,95388.00,95388.00
Grant,41,HEALTH,0U23,Immunizations and Vaccines for Children,1005,DEPARTMENT OF PUBLIC HEALTH,2820,Immunizations and Vaccines for Children,3934,Immunization,0,,B 14,3,3441,Supervising Disease Control Investigator,Annual,1,1,84024.00,84024.00
Local,59,CFD,100,Corporate Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4118,Fire Suppression and Rescue,F 3A,87,8819,Firefighter - Per Arbitrators Award - Paramedic,Annual,15,1,105804.00,1587060.00
Local,38,FFM,200,Water Fund,1005,Fleet & Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0,,2 0,36,6673,Machinist - Automotive,Hourly,14,1,48.38,1408826.00
Local,38,FFM,100,Corporate Fund,1005,Fleet & Facility Management,2126,Bureau of Facility Management,3102,Architecture and Construction,4119,Trades,2 0,41,4856,Foreman of Sheet Metal Workers,Hourly,1,1,47.79,99403.00
Local,50,DFSS,100,Corporate Fund,1005,FAMILY AND SUPPORT SERVICES,2005,Department of Family and Support Services,3005,Administration,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,8886.00,8886.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2035,Bureau of Technical Services,3316,Services / Records / Response,4271,Records Inquiry Section,B 11,1,839,Supervisor of Data Entry Operators,Annual,2,1,43920.00,87840.00
Grant,41,HEALTH,0X61,Bioterrorism Preparedness Response Planning,1005,DEPARTMENT OF PUBLIC HEALTH,2829,Bioterrorism Preparedness Response Planning,3829,Bioterrorism Preparedness Response Planning,0,,B 14,1,703,Public Relations Representative III,Annual,1,1,58032.00,58032.00
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,53,4566,General Foreman of Construction Laborers,Hourly,1,1,47.11,97989.00
Grant,50,DFSS,0Y10,Community Services Block Grant,1005,FAMILY AND SUPPORT SERVICES,2805,Community Services Block Grant,3805,Community Services Block Grant,0,,B 13,3,3826,Human Service Specialist II,Annual,6,1,52848.00,317088.00
CDBG,41,HEALTH,0J45,Community Development Block Grant Year XLV,1005,DEPARTMENT OF PUBLIC HEALTH,2598,Mental Health Clinics,3577,Mental Health Clinics,0,,B 10,1,3566,Behavioral Health Assistant,Annual,2,1,63600.00,127200.00
Grant,59,CFD,0V35,Securing the Cities,1005,Chicago Fire Department,2823,Securing the City,3823,Securing the City,0,,3 00,9,311,Projects Administrator,Annual,1,1,98628.00,98628.00
Local,1,MAYOR,100,Corporate Fund,1005,OFFICE OF THE MAYOR,2005,Office of the Mayor,3025,Legislative Counsel and Government Affairs,0,,1 00,9,9639,Assistant to Mayor,Annual,1,1,122544.00,122544.00
Local,27,FINANCE,100,Corporate Fund,1005,FINANCE,2020,Revenue Services and Operations,3220,Accounts Receivable,4202,Advanced Collections,B 13,1,308,Staff Assistant,Annual,1,1,84024.00,84024.00
Local,50,DFSS,100,Corporate Fund,1005,FAMILY AND SUPPORT SERVICES,2005,Department of Family and Support Services,3025,Youth Programming,0,,BX 17,20,3011,Supervisor of Family Support Programs,Annual,1,1,91752.00,91752.00
Local,54,PLANNING AND DEVELOPMENT,100,Corporate Fund,1005,Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4028,Planned Development,GY 07,10,1405,City Planner V,Annual,1,1,86856.00,86856.00
Local,35,DPS,100,Corporate Fund,1005,PROCUREMENT SERVICES,2005,Department of Procurement Services,3012,Contract Management,4105,Contract Administration,3 00,9,1557,Deputy Procurement Officer - Contract Compliance Officer,Annual,1,1,123240.00,123240.00
Local,81,DSS,300,Vehicle Tax Fund,1050,BUREAU OF TRAFFIC SERVICES,2070,Bureau of Traffic Services,3214,Special Traffic Services,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,3270.00,3270.00
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4017,Corporate Litigation,1 00,9,1652,Chief Assistant Corporation Counsel,Annual,1,1,130884.00,130884.00
Local,39,ELECTIONS,100,Corporate Fund,1005,BOARD OF ELECTION COMMISSIONER,2005,Election and Administration Division,3020,Election Support,0,,Z 11,69,9344,Polling Place Investigator II,Annual,1,1,36624.00,36624.00
Local,81,DSS,100,Corporate Fund,1005,COMMISSIONER'S OFFICE,2006,Administrative Services Division,3010,Financial Administration,4015,Accounting Services,BX 16,20,381,Director of Administration II,Annual,1,1,72024.00,72024.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2018,Bureau of Organized Crime,3303,Gang Investigation,4326,Gang Investigation Division,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,7,1,70980.00,496860.00
Local,70,BACP,100,Corporate Fund,1005,BACP,2005,Department of Business Affairs and Consumer Protection,3046,Prosecutions and Adjudications,4046,Prosecutions,3 00,10,167,Manager of Revenue Collections,Annual,1,1,90720.00,90720.00
Local,91,CPL,346,Library Fund,1005,CHICAGO PUBLIC LIBRARY,2005,Chicago Public Library,3010,References and Circulation Services,0,,B 12,1,303,Administrative Assistant III,Annual,1,1,80232.00,80232.00
Local,1,MAYOR,100,Corporate Fund,1005,OFFICE OF THE MAYOR,2005,Office of the Mayor,3010,Administrative,0,,1 00,9,9639,Assistant to Mayor,Annual,1,1,90006.00,90006.00
Local,27,FINANCE,100,Corporate Fund,1005,FINANCE,2012,Accounting and Financial Reporting,3041,Grant and Project Accounting,4085,DFSS Accounting,GY 11,20,187,Director of Accounting,Annual,1,1,119412.00,119412.00
Local,6,DOIT,100,Corporate Fund,1005,DOIT,2005,Department of Innovation and Technology,3305,Finance and Administration,0,,BX 16,20,1304,Supervisor of Personnel Services,Annual,1,1,96096.00,96096.00
Local,41,HEALTH,100,Corporate Fund,1005,DEPARTMENT OF PUBLIC HEALTH,2020,Public Health,3330,Food Sanitation,0,,1 00,0,2375,Manager of Food Protection Services,Annual,1,1,100620.00,100620.00
Grant,41,HEALTH,0X16,Solid Waste Management,1005,DEPARTMENT OF PUBLIC HEALTH,2722,Solid Waste Management,3722,Solid Waste Management,0,,BX 15,10,2080,Supervising Environmental Inspector,Annual,1,1,83628.00,83628.00
Local,39,ELECTIONS,100,Corporate Fund,1005,BOARD OF ELECTION COMMISSIONER,2005,Election and Administration Division,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,Z 08,69,9340,Election Equipment and Supply Specialist I,Annual,1,1,30060.00,30060.00
Local,5,OBM,100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3070,Data Analytics,0,,3 00,0,601,Director of Information Systems,Annual,1,1,117984.00,117984.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3292,Special Functions Division,4333,Public Transportation Section,E 03,71,9171,Sergeant,Annual,9,1,111474.00,1003266.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4267,Medical Section,B 09,1,665,Senior Data Entry Operator,Annual,1,1,60744.00,60744.00
Local,59,CFD,740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 3A,87,8807,Fire Engineer - EMT,Annual,6,1,107106.00,642636.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3458,Professional Counseling Division,0,,1 00,9,9704,Director of Professional Counseling Services,Annual,1,1,138348.00,138348.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,D 02,91,9170,Police Officer - Assigned as Armorer,Annual,1,1,68616.00,68616.00
Local,58,OEMC,740,Chicago O'Hare Airport Fund,1010,OEMC,2705,Office of Emergency Management and Communications,3050,City Operations,4145,Traffic Management Authority,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,14011.00,14011.00
Local,38,FFM,740,Chicago O'Hare Airport Fund,1005,Fleet & Facility Management,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0,,2 0,32,5034,Electrical Mechanic - Automotive,Hourly,11,1,48.35,1106248.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2035,Bureau of Technical Services,3314,Evidence and Recovered Property Section,0,,E 03,71,9171,Sergeant,Annual,1,1,107988.00,107988.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3017,Office of the General Counsel,4030,Office of the General Counsel,1 00,9,9758,Assistant General Counsel,Annual,1,1,126504.00,126504.00
Local,88,DWM,200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3257,Communications,4009,Water Communications,2 0,53,7101,Emergency Crew Dispatcher,Hourly,9,1,42.72,799718.00
Local,3,OIG,100,Corporate Fund,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3032,Public Safety Audit,0,,GY 07,20,1125,Performance Analyst,Annual,2,1,64320.00,128640.00
Local,91,CPL,346,Library Fund,1005,CHICAGO PUBLIC LIBRARY,2005,Chicago Public Library,3010,References and Circulation Services,0,,G 06,5,574,Librarian III,Annual,2,1,75360.00,150720.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3286,Patrol Services,4319,District Law Enforcement,B 08,1,833,Personal Computer Operator I,Annual,2,1,55344.00,110688.00
Local,59,CFD,100,Corporate Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3100,Departmental Administration,4150,Legal Affairs,B 10,1,302,Administrative Assistant II,Annual,1,1,73104.00,73104.00
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3049,Collections  Ownership and Administrative Litigation,0,,L 01,9,1643,Assistant Corporation Counsel I,Annual,2,1,67908.00,135816.00
Grant,41,HEALTH,0X79,Morbidity and Risk Behavior Surveillance,1005,DEPARTMENT OF PUBLIC HEALTH,2887,Morbidity and Risk Behavior Surveillance,3816,Morbidity and Risk Behavior Surveillance,0,,G 07,4,3414,Epidemiologist II,Annual,2,1,105108.00,210216.00
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,E 03,71,9171,Sergeant,Annual,6,1,101442.00,608652.00
